,title,contents,decoder_input,decoder_target
165,당시의 였기에 가능했던 섹드립,이후에 지금의 단체의 명칭이 변경되었으니까 시절은 무렵의 시절이었는데 당시에는 성인 등급의 애티튜드 시기에서 새로운 시대로 넘어가는 과도기에 해당했던지라 저런 수위 높은 섹드립이 가능했음 서로의 성기 크기를 대놓고 또는 은근히 얘기하는데 월부터는 시청 등급이 등급으로 완전히 전환되었기 떄문에 이상은 보기 힘든 수위의 섹드립이지 부연 설명을 하자면 당시에 선역인 트리플 악역이었던 스테파니가 이혼으로 갈라서는 각본이었음 게다가 충공깽인 저런 수위 높은 섹드립에도 관중들이 엄청난 환호를 보내주는 지금보다는 성에 관대한 시절이었지,sostoken 당시의 였기에 가능했던 섹드립,당시의 였기에 가능했던 섹드립 eostoken
166,비싼 돈주고 전문 쓰는 이유,감질나는 말빨로 시간을 매꿀수 있기 떄문이지 저때 받은 대본 대본보고 표정,sostoken 비싼 돈주고 전문 쓰는 이유,비싼 돈주고 전문 쓰는 이유 eostoken
167,저작권이 무서웠던 애니메이션,다이빙을 주제로 청춘드라마를 그린 그랑블루 원작 방영당시 에반게리온 플러그슈트는 저작권이 있는거라 함부러 방송하면 안된다고 모자이크 처리를 해놓음 넷플릭스판 넷플릭스는 에반게리온을 서비스중이라 안노가 이건 어쩔수없짘 했다는 소문이 있음,sostoken 저작권이 무서웠던 애니메이션,저작권이 무서웠던 애니메이션 eostoken
168,스포츠 근황,마이크로소프트가 공식 스폰서를 맡은 세계 액셀 대회 각국의 현직 재무직원들이 액셀 문제 계산으로 대결을 펼침 해당 문제와 풀이과정은 추후 원드라이브를 통해 공개 예정 그대로,sostoken 스포츠 근황,스포츠 근황 eostoken
169,일본서 검거된 중국인 포주에 네티즌들이 반응한 이유,일본 도쿄 이케부쿠로에서 중국인 포주가 검거되었는데 이름이 유춘리 춘리의 한자가 우리가 알고 있는 춘리임 전부터 불법 성매매 업소를 운영하며 억원 가량의 매출을 냈다고 추적중,sostoken 일본서 검거된 중국인 포주에 네티즌들이 반응한 이유,일본서 검거된 중국인 포주에 네티즌들이 반응한 이유 eostoken
170,번역자가 일감받고 개쌍욕했다는 만화,회용 엑스트라들에게 스킬 개씩 배경에다 적어놓기 정성들여 겹치는것 없이 진짜 써놓음 니시오 이신 뿅뿅 맞음,sostoken 번역자가 일감받고 개쌍욕했다는 만화,번역자가 일감받고 개쌍욕했다는 만화 eostoken
171,프랑스 월드컵 당시 콧수염 악마 통하던 거스 히딩크 감독,무려 이라는 스코어로 한국 축구 대표팀과 한국 국민들에게 절망과 악몽을 선사해준 악마가 맞았지 네덜란드의 스쿼드가 역대 최강급이라는 얘기가 많았고 우승 후보라는 얘기까지 들을 정도였으니까,sostoken 프랑스 월드컵 당시 콧수염 악마 통하던 거스 히딩크 감독,프랑스 월드컵 당시 콧수염 악마 통하던 거스 히딩크 감독 eostoken
172,한국의 나이 문화,본인은 그냥 공적인 말고는 동생들한테 하고 반말써도 된다고 다른게 오빠로 보는게 너무 빤히 보이는데 호칭만 그런들 몬가 내가 위화감을 느껴서,sostoken 한국의 나이 문화,한국의 나이 문화 eostoken
173,디즈니 여캐 따라하는 여자,유게이들이 한번은 봤을 사람 디즈니 따라하는 여자로 알려졌지만 사실 쟤는 디즈니가 그녀의 의도는 만화 모브사이코 레이겐 따라하는거였다 모르겠고 암만봐도 디즈니다,sostoken 디즈니 여캐 따라하는 여자,디즈니 여캐 따라하는 여자 eostoken
174,최초의 말하는 여성형 로봇,개의 피아노 건반이 입술 혀의 관절을 제어했고 풀무가 폐와 후두의 역할을 수행했으며 작업자는 나사와 튜브를 이용해서 악센트를 조절할 있었는데 개발자는 올바른 발음을 내게 조정하는데 년이 걸렸다고 독일놈들 디자인,sostoken 최초의 말하는 여성형 로봇,최초의 말하는 여성형 로봇 eostoken
175,영화 샤크네이도 자꾸 과학계가 떡밥을 던져주네,상어가 허리케인을 타고 육지의 인간을 습격한다는 내용의 병맛 영화 시리즈 샤크네이도 미국의 패러디 급영화 제작사 어사일럼의 안되는 오리지널 작품으로 제작비 대비 수익률이 높아 시리즈가 계속 만들어지는데 이번에 과학자들이 연구한 따르면 페름기 대멸종 백악기 대멸종에 이어 신생대 지구에서 풍부하게 관측할 있던 상어류의 화석이 만년전을 갑자기 대규모로 사라지는 것을 확인됨 고대의 상어들이 타임머신 폭풍에 휘둘려 현대 지구로 날아와 인간 습격하는 영화 스토리 나옴 샤크네이도 신작 딱대 근데 이제 상어 종류도 슬슬 떨어져가지 않아 멕시코 동북부에서 새로 발견된 고대 상어의 화석은 옆지느러미가 매우 길게 발달된 형태로 가오리 형태를 가지고 있는데 꼬리 지느러미가 상어류 특유의 형태를 가지고 있다고 물속을 헤엄쳤겠지만 샤크네이도 시리즈는 애당초 상어가 날아다니는만큼 자력으로 날아다닐 있게 고대 플라잉 상어가 타임머신 폭풍에 휘날려 현대 지구로 날아와 인간과 싸우는 비디오방 졌다,sostoken 영화 샤크네이도 자꾸 과학계가 떡밥을 던져주네,영화 샤크네이도 자꾸 과학계가 떡밥을 던져주네 eostoken
176,마영전의 역대급 컨셉 유저,짤을 보고 마영전을 하거나 복귀했던 유저가 넥슨이 광고로 모은 유저보다 많다는 소문이 있다고,sostoken 마영전의 역대급 컨셉 유저,마영전의 역대급 컨셉 유저 eostoken
177,인방 스트리머에 시청자인 이유,핑프 원하는거 있는데 타자 두들겨서 안찾는 손가락 귀하신분을 칭하는 침투부에 부산맛집 치면 아무것도 나오지않음,sostoken 인방 스트리머에 시청자인 이유,인방 스트리머에 시청자인 이유 eostoken
178,요리대회 페미 논란 결과,도용인거 아니냐고 피카츄 배만지던 사람이 많았는데 수상자 본인이 올린거 맞고 사과문 올라옴 피카츄 배만지던 사람이 현명했다고 생각하고 실존인물이니 글에서도 선넘지는 말자 진실이 궁금할 사람이 많을거같아서 퍼옴,sostoken 요리대회 페미 논란 결과,요리대회 페미 논란 결과 eostoken
179,미국에서 교통사고로 튕겨나간 브로콜리 믹스견 근황,미국 아이다호 인근을 반려견을 태우고 달리던 린다 오스왈드씨는 갑작스런 교통사고를 당했다 안전벨트를 메고 있었고 경미한 사고라 많이 다치진 않았지만 뒷좌석에 있던 반려견 틸리가 밖으로 튕겨져 나갔고 정신을 차린 뒤에도 근처에서 개의 모습은 보이지 않았다 사고 당일 늦게까지 틸리를 찾았지만 발견하지 못하고 병원으로 이송되면서 개를 찾는다며 업로드 했다 이틀 사고 지역에서 멀리 떨어지지 않은 목장에서 양을 키우는 테일러 포터씨는 자신의 목장에서 뭔가 수상함을 느꼈다 내가 눈이 나빠졌나 개가 색이 진하고 모양이 다른것 같은데 이름을 부르니까 도망가지 자세히 살펴보니 어제 수색협조가 들어왔던 틸리였다 보더콜리 믹스견이었던 틸리는 교통사고로 차에서 튕겨나간 직후 당황해 도망쳤다가 인근 목장에서 보더콜리의 본능떄문에 양치기를 하고 있었던 다행히 구출된 틸리는 병원진단 결과 약간의 탈수 증상이 있었을 건강에 문제가 없었다고 한다,sostoken 미국에서 교통사고로 튕겨나간 브로콜리 믹스견 근황,미국에서 교통사고로 튕겨나간 브로콜리 믹스견 근황 eostoken
180,라스베가스에서 호텔 현금 결제가 카드보다 비싼 이유,라스베가스에서 싸구려 호텔 말은 안하지만 뒷처리 비용을 생각해서 비싸게 받는 참고로 미국 신용카드 발전한 나라에서 비싼데도 굳이 현금으로만 계산 한다는건 이미 신용이 개박살 났다는 소리,sostoken 라스베가스에서 호텔 현금 결제가 카드보다 비싼 이유,라스베가스에서 호텔 현금 결제가 카드보다 비싼 이유 eostoken
181,어느 게임의 악순환,레인보우식스 요즘 핵쟁이 피해서 랭크 말고 일반 게임이나 무계급 하러가니까 핵쟁이 놈들도 상대 핵쟁이 만나서 짜증나는지 일반게임으로 도망간 유저들 쫒아서 일반겜으로,sostoken 어느 게임의 악순환,어느 게임의 악순환 eostoken
182,일론 머스크 진짜 최신 근황,아침에 머스크가 비트코인과 손절한다는 트윗을 올리자 비트코인이 다시 하락세로 돌아섰는데 그걸 보고 머스크가 올린 트윗 대놓고 비트코인 물린 놀리는 짤을 올림 진짜 학교에서 왕따였는지 알겠다,sostoken 일론 머스크 진짜 최신 근황,일론 머스크 진짜 최신 근황 eostoken
183,가족에게 끝까지 직업을 비밀로 하고 떠난 아버지의 유언,아버지가 가족에게 숨기고 일을 했는지 사실을 알게된 장례식이 끝날 무렵이었다 오열하는 어머니 충격에 굳어버린 여동생 대리인이라고 남자는 침통한 표정으로 내게 말했다 자식이 뒤를 이어줬으면 한다고 유서에 쓰여있었습니다 말도 제정신으로 짓이 아니야 나보고 마법소녀가 되라고,sostoken 가족에게 끝까지 직업을 비밀로 하고 떠난 아버지의 유언,가족에게 끝까지 직업을 비밀로 하고 떠난 아버지의 유언 eostoken
184,유출된 윈도 근황,유출된 설치해서 돌려본 영상 빌드 넘버는 이분 글에 따르면 시디키가 그대로 에도 먹히는걸로 봐서 무료 업글 지원같다고 밑에 독바는 암만 봐도 향기가 설정 들어가서 다시 고전스타일로 바꿀 있다고 탐색기랑 옵션 부터였지만 암튼 인터넷 익스플로러 완전 삭제 유출됐다는 나도 링크만 확인하고 설치는 안해봐서 완전 안전하다고 보장은 못함 가상화 환경에서 돌려보는걸 추천,sostoken 유출된 윈도 근황,유출된 윈도 근황 eostoken
185,크루즈선 휴가의 상상과 현실,승선 상상 현실 수영장 상상 현실 온천 상상 현실 객실 상상 현실 라이브쇼 상상 현실 카지노 상상 현실 상상 현실 연령대 상상 현실 위의 실버타운 식당 상상 현실 날씨 상상 현실 승선중의 여가활동 상상 현실 해양생물 상상 하필 예시가 돌고래야 현실 해수욕 상상 현실 뱃멀미 상상 현실 타이타닉 상상 현실 혼자서 머리만 휘날림 승무원 상상 현실 해적 상상 현실 화장실 목욕탕 상상 현실 목적지 상상 현실 마실거리 상상 현실 투어 상상 현실 즐거워보이니 됐나,sostoken 크루즈선 휴가의 상상과 현실,크루즈선 휴가의 상상과 현실 eostoken
186,마당에 구멍을 파기 시작한 남자 근황,스페인의 안드레스씨는 전이던 나가 놀땐 옷차림좀 똑바로 하라는 엄마의 잔소리에 사춘기 특유의 반항적 기질이 발동했다 나가 놀때 옷차림을 똑바로 하라고 맘대로 입고 집안에서 놀면 되지 생각으로 집에 있는 곡괭이를 들고 앞마당을 파기 시작했다 안드레스의 기행은 시작되었다 땅을 판지 년째인 안드레스는 사춘기 반항을 지나 어느덧 취미의 영역으로 돌입했다 년에 이르러서는 아얘 전기설비까지 가져와 본격적으로 지하실을 꾸미기 시작했고 도르레와 지상층까지 만들었으며 땅을 파기 시작한지 년째인 최근에는 친구들과 맥주파티를 있을 지하실을 만들어버렸다,sostoken 마당에 구멍을 파기 시작한 남자 근황,마당에 구멍을 파기 시작한 남자 근황 eostoken
187,일본의 월급도둑 피규어,우리들은 월급도둑인데 왜요 라는 이름의 가챠 종류의 월급도둑 우산골프 주가 체크하는 척하며 사실은 폰겜중 비둘기야 이리오렴 생각하는 척하며 실제론 자는중 공원 벤치와 편의점 도시락 상품 뽑아봄 근데 벤치 다리와 나무 의자 앉는 부분이 휘어있음 뽑으려고 가챠 돌린 중복포함 결과물 내가 직접 뽑았던거임,sostoken 일본의 월급도둑 피규어,일본의 월급도둑 피규어 eostoken
188,노력은 쓰레기다 라는걸 증명해버린 캐릭터,노력의 찬가를 위해 만든 캐릭터였는데 작품이 진행될수록 노력은 재능 없는 놈들의 발악이란것만 보여줘버림,sostoken 노력은 쓰레기다 라는걸 증명해버린 캐릭터,노력은 쓰레기다 라는걸 증명해버린 캐릭터 eostoken
189,대한민국에서 지금도 나오기 힘든 소재의 멜로 드라마,사실 드라마의 소재가 드라마의 방영했던 당시인 년도에 신선하게 다가왔느냐면 남녀가 신분의 차이를 극복하고 사랑을 하며 결국에는 사랑의 결실을 맺고 결혼하는 천편일률적이고 일반적인 멜로 드라마와는 소재 자체가 매우 달랐기 때문임 드라마가 애초에 주안점을 부분은 신분 차이가 나는 남녀가 신분의 차이를 뛰어넘는 사랑을 하는게 집안 수준은 서로 비슷하지만 집안간의 종교 차이와 그로 인한 갈등 남녀가 어려움과 시련 고난을 이겨나간다는게 주요 스토리 플롯이었지 쉽게 여자의 집안이 됵실한 개신교 집안이고 남자의 집안이 독실한 불교 집안인지라 개신교 집안에서 여자가 불교 집안의 남자와 만나고 결혼하는 매우 불쾌하게 여기고 극심하게 반대했었음 신분의 차이로 인한 갈등보다는 종교 갈등이 드라마의 소재였고 천편일률적인 남녀간의 신분의 차이를 뛰어넘는 사랑 이야기가 드라마에서 남녀간의 사랑이 종교간의 차이와 그로 인한 갈등으로 어려움과 시련 고난을 겪고 이를 이겨나간다는 당시로서는 너무나도 희귀하고 신선한 소재였지 드라마가 방영될 당시에는 크나큰 화제가 되었지만 문제는 드라마 이후에 남녀간의 사랑이 집안의 종교 갈등으로 어려움을 겪는 소재의 드라마는 다시는 나오지 않았다는 거임 멜로 드라마가 그만큼 희소성이 크다고 게다가 드라마만큼 개신교가 아주 비중으로 전면적으로 등장하는 드라마는 이전에도 없었음 이후에도 나오기가 쉽지 않을 거고 대한민국에서 방송했던 공중파 드라마 개신교 색채가 아주 뚜렷하게 드러난 드라마는 지금까지도 드라마가 유일함,sostoken 대한민국에서 지금도 나오기 힘든 소재의 멜로 드라마,대한민국에서 지금도 나오기 힘든 소재의 멜로 드라마 eostoken
