,제목,내용
501,인방)닌텐도 코딩게임 근황,"  닌텐독스
    소닉
    P. T. 
    GTA2
    둠 이터널
    이니셜 D
  나온지 일주일만에 왠만한 게임들 다 나오는중
  "
502,고객 공략을 확실히하는 매장 甲,    
503,도끼 누나, 
504,지하철에서 신발끈 묶는데,    
505,"정규직, 비정규직 - 운인가 능력인가.jpg", 
506,조별과제 레전드.jpg,    
507,양덕들이 동양모에로 눈을 돌리는 이유,  pc멈춰! 
508,삼겹살의 진실을 알고 억울해짐.jpg,            
509,화산이 터지면 신의 분노라고 하던 이유,"            터질때도 무섭지만 터진후에 화산재 입자가 서로 부딪혀 정전기가 번개를 만든다고 한다
    "
510,와이파이 신호는 바람에 날려가는게 맞다,"    옆집에 강력한 와이파이 떴음
  "
511,초보운전 마크 부착이 의무인 일본,                                                                          받아라 무개념 초보운전빔! 
512,역대급 배민주문.JPG,    
513,일본에서 교촌이 망한이유," 망할만했네..
  "
514,알기쉬운 여성 유튜버의 세계.jpg,                
515,뚱떙이톡 유출...jpg,"    여자 필라테스도 뚱떙이라고 불리는데
  뚱뚱한 남자가 헬스장가면 얼마나 멸시받을지 ㅠㅠ 눈물나
    "
516,제대로 적폐짓하는 여경 논란,   전부 혈연임 
517,미국 임산부들이 한국 임산부들과 달리 출산하자마자 일하러 나가는 이유,"                                                약 처방을 뜻함
           
            미국에 산후조리원이 없는 이유는 길거리 코카인보다 싼 마1약성 진통제 덕분입니다

                                             낳자마자 일하지 않으면 파산해요;;
  "
518,흑역사 영구 박제행,"    ""This one's for you, Saddam...!"" "
519,속도위반 딱지에 조수석을 가려주는 이유," 보다싶이 조수석 쪽을 흰박스로 가려주는데
그 이유는
  예전에 어떤 아저씨가 속도위반을해서 집으로 통지서가 오게되었는데
마침 아저씨와 조수석에는 불륜중인 여자가 타고있던 사진이여서 
통지서를 본 아내랑 대판 싸우고 법정까지 가서 결국 불륜아재쪽이 도로교통법을 이기고 그 후로 조수석쪽은 가려주게 되었다
        요약: 불륜아재때문에 혹시라도 불륜 걸리지말라고 가려줌
  "
520,상당히 빡쎈 배달요청.jpg,"    ""닌자가 되셔야 합니다... 엄마는 자고 있고 우리는 음식이 필요해오..."" "
521,별명이 만두 공장 딸래미.,        친하게 지내여 
522,슈퍼에서 바보 취급받음 .JPG,원본출처 | http://huv.kr/pds1066704 
523,세계 각지의 폐허들,                    
524,프로게이머 임요환에게 있어서 프로토스라는 존재.jpg,"왜 임요환이 인터뷰에서 굳이 저런 얘기를 했는지는 임요환의 스타1 현역 시절을 잘 아는 사람들이라면 충분히 공감할텐데,
임요환 본인의 커리어 중에서 무려 세번의 준우승을 안겨준 종족이 바로 프로토스였기 때문임.

게다가 중요 고비고비마다 프로토스에게 정말 지긋지긋할 정도로 많이 발목을 잡혀왔던게 임요환이기도 했고.
박정석은 중요 고비고비마다 임요환의 앞을 정말 많이 가로막았던 존재였고 강민은 임요환에게 있어서 정말 학을 뗼 정도의 천적이었지. "
525,의외의 중국집 메뉴　jpg,"        가격ㄷㄷ
  "
526,"진정한 ""게이밍 체어""는 이런 것이다","90년대의 게이밍 체어
                  부랄시원 9000 "
527,26년 만에 지원 종료되는 인터넷.JPG,원본출처 | http://www.cctvnews.co.kr/news/articleView.html?idxno=226921 
528,요리스킬만으로 백종원씨를 떨게만든 사람 . GIF,        
529,경마를 보던 일본인의 한탄,"  골시니?
    "
530,병원티비를 틀었는데...,   전설의 에피소드가 나왔다. 
531,실수로 2000만원을 버린 남자,"1. 실수로축의금 2천만원을 버림
2. 버린 뒤 깨달았으나 쓰레기 차는 이미 떠남
3. 경찰에 신고했으나 이미 다른 구 재활용선별장으로 이동
4. 협조해준 경찰, 재활용선별장 직원들 도움으로 결국 찾음 "
532,대부분의 남성은 20대 여성을 선호한다,"                                       
     종족 번식의 본능
  "
533,아이유한테 후원받은 미혼모들 후기,      
534,웃대 친자아님좌 좀 지난 근황,"    힘내셨으면..
  "
535,카카오뱅크 논란... 카카오 직원 반응.jpg,                              
536,1위했지만 짤릴수밖에 없던 감독,    
537,5호 태풍 '참피' 근황.nickgab,"        후타바 마을로 진격중
  "
538,"""선배,...졸업하지 마요...""","   
  "
539,아내가 게임에서 결혼을 했습니다.jpg,"            (안도)
    "
540,한국인들의 개사기 소스,"  초장
  인간에게 안 먹힐려고 개노맛으로 진화한 브로콜리도 먹을만하게 바꿔줌
    "
541,30대~40대가 살기 힘들다고요?," 20대도 그닥 쉽지는 않습니다.
  "
542,스위치 프로 기우제 근황.jpg,"죽여...줘....
  "
543,서울대 최고 인기 강의.jpg,"왜 최고 인기 강의인지 알겠다...
  "
544,한국 패치가 과하게 된 야구선수,                집합까지 시킴 
545,35억원 도지코인 증발한 사건,"원본출처 | \""1700만원 투자 도지코인, 35억원 됐는데…거래소가 사라졌다 : 네이트뉴스\"" https:/m.news.nate.com/view/20210603n34262 "
546,강아지 5시간 산책 후기 . JPG,  
547,동양용과 서양 드래곤의 차이,"      용
노력의 산물
    서양
응애 나 애기 헤츨링
  "
548,범죄자들 모자이크는 솔직히 없애야한다,  제발 모자이크 삭제좀 
549,한국 개인 유튜버 최초로 구독자 천만 넘었다는 사람,"커버 가수라고 함

근데 진짜로 오늘 처음 봄... "
550,남자들은 이해못하는 여자들 극혐 장면.gif, 
551,취업사기 인듯 아닌듯.jpg,        2달동안 코딩한 디자이너는 뭐지? 
552,국가 공인 무차별 살육 머신 면허.png,    
553,중국 민속촌 대참사.gif,    
554,맞아도 싼놈 때린 후기,같이 간대요 
555,게임 리마스터 근황,원본출처 | https://twitter.com/LimitedRunGames/status/1404536881841332228?s=19 
556,뜻밖의 극한직업 방송PD.jpg,        
557,"""초고도비만 헬스장갔다가 울었다..."".jpg","    트레이너한테 말해야하는거
  아니냐... 너무하네
  "
558,현재 코인 커뮤니티들 분위기.jpg,"                            다들 초상집 분위기 
              "
559,가슴 큰 여자랑 사귀어야 하는 이유..jpg,    
560,게임사로부터 헌정 영상을 받은 게이머 근황..,"  배필 3에서 나왔던
  그 장면
                            게임사에서 신작 첫 공개 트레일러로 리메이크 해줌
                      너무 좋아서 행복사 직전인 해당 게이머
                            ""마음에 드셨으면 좋겠습니다"" 라는 게임사의 공식 댓글로 행복사
  장례식에서 틀어줘도 ㅇㅈ할 부분
    "
561,7초만에 수박3통 박살,    
562,현대카드 상담사에 능욕 당한 작가,"    윤현승.
하얀늑대 작가.

      요즘은 네이버 웹툰에서 뫼신사냥꾼 연재함.
    "
563,수십억 피해를 입힌 디씨인,"촬영하는데 몇억은 썼을텐데 
어휴 진짜 노답이네
  "
564,사람이 신기한 북극여우.gif,    
565,35살까지 가난하면 그건 당신 책임이다.jpg,"    1964년 평탄 배우 (한국으로 따지면 판소리연극 ) 부부의 아들로 태어났는데 
  1966년 문화 대혁명 (옛것을 버리자는 중국의 정책)으로  평탄이 금지되자 부모는 직장을 잃고 
    가난 하게 살아옴 
    돈은없지만
  영어어 흥미를 느낀 마윈은 
  영어를  배우기위해 
  외국인 호텔가서 
  혼자 영어를 독학하고 
  독학한 영어실력은 
  고등학교때 이미 원어민 수준을 넘어서 누구를 가를칠 수준이 되었고 
  영어특기를 살려 호텔 종업원을 할려 했지만 
  너무 못생긴 외모와 작은키로 실패 
  그 후 
  삼수끝에 대학을 가서 가난한 영어강사 하다가 
    미국에서 인터넷 접해보고 
  인터넷 사업 시작해서 
  지금의 
  알리바가가 탄생
    요 며칠전 근황으로는 
     공안 당해서 
  조용히 지낸다고함
          "
566,일본의 뽑기기계.gif,"  띠용~
    "
567,골목식당 정인선 하차의 충격적인 사실,"          아놔 ㅅㅂ
  "
568,숨겨진 하얀 글씨를 업로드한 직원.jpg,"  현대차증권 공시(분기보고서)에
  공시업무 지겨워
현대차증권 화이팅!
  을 작성한 공시 업무 담당자
        공적인 서류다 보니 정정신고까지 나가서 박제됨
  정정신고는 대표 결재를 맡아야 하는데
대표 앞에 누가 갔는지는 몰라도
속으로 ""아잇 싯팔""하면서 올라갔을듯...  "
569,20년 동안 기술의 발전 체감,   20년전 핵무기 시뮬레이션하던 연산력으로 이제는 바스트 모핑 시뮬레이션중 
570,친구한테 1억정도 요구할수 있죠?.jpg,          친구를 지갑으로 본다 
571,아빠가.. 옛날에 무한도전 멤버였단다.jpg,    
572,몸값 335억 가치를 지닌 어느 일본인의 인품.jpgif,"                   
           
        세리에A 수비수로 활약중인 도미야스 다케히로
  한일전에서 한국 선수 이동준으로부터 고의적으로 얼굴을 공격 당했는데
  한일 양국으로부터 비판에 시달리는 이동준을 걱정하고
  도미야스 본인은 축구하다보면 생기는 일이라고 대인배다운 모습을 보여줘서 한국 축구팬들을 미안하게 만들었고
  경기도 졌고 매너도 졌다라는 말이 나왔을 정도로 한국 축구팬들에게 있어서 우리나라 축구의 부끄러운 흑역사로 기록됨
            "
573,일본의 일부에서 신으로 모시는 한국남자,"                    이야ㅋㅋ 국뽕 돋는다 돋아 ㅎㅎㅎ 
                                        "
574,혼란스러운 미국 내부 상황,"    무장상태의 스파르탄 목격정보가 있음
    미국이 아니라 지구가 졷된거 아니냐는 의견이 있음
    "
575,약혐) 놀라운 현대 의학의 의문점.jpg,          
576,진짜 잘생긴 사람 특,"      버릇나빠질까봐 부모님이 잘생겼다고 말 안함 ㅋ
  "
577,고속버스 기사가 실수로 휴게소 지나치면 생기는 일.JPG,    
578,디즈니: 저작권은 뉘집 똥개 이름인 줄 아나?,디즈니 뮤직: 디즈니 미친 놈아 왜 팀킬하고 지랄인데? 
579,노벨 화학상 받았는데 멘붕 왔던 일본 화학계,"    다나카 고이치
    도호쿠 대학 전기공학 학사로
    정밀 기계를 만드는
  시마즈 제작소의 연구원 주임으로 일하고 있었다.
  승진 기회가 있었으나 연구가 좋아서 승진을 마다하다가
    회사 연구소에서
    연성 레이저 이탈 기법을 발견해내고 회사에서 특허를 내게 된다
    연성 레이저 이탈 기법은 거대분자 질량을 측정할 때 쓰이는데
  그가 노벨상을 수상할 당시
    노벨화학상이 고분자 질량분석법이 주를 이루어 그의 업적이 인정되어 노벨상을 수상하게 된다.
                다나카 고이치는 본인이 후보에 오른것을 모르는 건 물론이고
학회에서 수상 확정 전화를 받는 그 순간 까지도
  '노벨상? 뭐야? 누가 장난 치나?'
  라고 생각했다고 한다.
  물론 수상 전화가 끊자 마자 회사 전화가 미친듯이 울려서 알게 되었다고.
          참고로 일본 화학계에서는
    다나카 고이치가 누구임? 어느 대학 교수임? 해외에서 활동 중인 교수임? 아님 해외 연구소에서 일하나? 님 다나카 고이치 누군지 암? 모르는데요? 누구 동기임? 아는 사람 없음?
  라고 정체 불명의 수상자에 멘붕 왔다고
        노벨과학상 분야에서  지금까지 유일무이 학사 출신의 수상자인 만큼
  설마 학사 출신이
그것도 전기공학 학사가
  화학상을 수상했을 거라 생각 못한 일본 화학계도
  다나카 고이치를 찾느라 멘붕 했었다고 한다
                "
580,직장인 대다수가 찬성한 휴일제.jpg,    
581,남자들 소변누고 뒷처리 하는 유형 . JPG,"  난 손가락으로 닦은뒤 입에 소스먹듯이하는타입인데
    "
582,(골목식당) 연돈이 잘 될 수밖에 없는 이유,    
583,대전 국립 중앙 과학관에 있던 우리 은하 지도.jpg,"      ?
    "
584,펀쿨섹좌를 만만하게 보면 안 되는 이유,"                                솔직히 이거 좀 소름 돋는 게..
  전통을 중시해 비효율의 극치를 달리는 일본의 공무원 특성 중 하나를 싹 바꿔버린 거.
  그 바꾸는 과정에서 나오는 잡음도 해결했단 소리고.
    이게 펀쿨섹의 자체적인 능력이 아닐지라도, 본인이 그걸 승인할 판단력 자체는 뛰어나다 생각함.
  펀쿨섹이 연기라는 말이 괜히 나온 게 아닌 듯. "
585,전 세계에서 최초로 양식 성공한 황금광어,"    한국의 서종표이라는 수산업체 사장님이 15년동안 연구해서 황금 광어 양식을 세계 최초로 성공함
  가끔씩 발견되는 돌연변이 개체인데, 광어 양식장 사람들에게 만약 황금광어가 발견되면 연락해달라고 사정사정 했다고 함
  그런데 우리나라에서 매년 광어가 1억마리 이상 양식되는데 4년동안 꼴랑 8마리밖에 발견 안됬다고 함
  이렇게 기증받은 황금 광어와, 정부의 고부가가치 종자 확보 사업 지원을 받아 15년만에 황금광어 양식을 성공함
            황금광어는 어렸을땐 일반 광어랑 색깔이 똑같다가자라면서 색깔이 금색으로 변한다고 알려짐
  그런데 문제는 초기엔 황금광어 교배에는 성공했어도 새끼가 색깔이 바뀌기 전에도 죽어버렸음
  이걸 어떻게 개선해서 새끼를 살리는데 성공했지만이번엔 광어가 성체가 되어도 색깔이 변하지 않음
    황금광어의 새끼는 황금광어가 아니였던거임
    광어의 색깔 유전은 생각보다 복잡한 요인이 있던거임
  이것때문에 황금광어 양식을 개발하던 사장님은 한동안 사기꾼 소리 들었다고 함
  하지만 국립수산원의 기술지원 덕에 조금씩 개선을 해서 황금광어가 태어나는 비율을 20%까지 끌어올렸다고 함
  세대가 내려가면 내려갈수록 황금색 유전자가 점점 순수해져서 지금은 60%정도라고 함

                황금광어는 보기만 좋은게 아니라 맛도 일반 광어보다 더 맛있다고 알려짐
  지금 해외에 열심히 수출중임
          "
